BBIM01	BBIM02	BBIM03	BBIM04	BBIM05	BBIM06	BBIM07	BBIM08	BBIM09	BBIM10	BBIM11	BBIM12	BBIM13	BBIM14	BBIM15	BBIM16	BBIM17	BBIM18	BBIM19	BBIM20	BBIM21	BBIM22	BBIM23	BBIM24	BEPH01	BEPH02	BEPH03	BEPH04	BEPH05	BEPH06	BEPH07	BEPH08	BEPH09	BEPH10	BEPH11	BEPH12	BEPH13	BEPH14	BEPH15	BEPH16	BEPH17	BEPH18	BEPH19	BEPH20	BFLA01	BFLA02	BFLA03	BFLA04	BFLA05	BFLA06	BFLA07	BFLA08	BFLA09	BFLA10	BFLA11																																																																																																														
RT	Area	RA																																																																																																																																																																		
			25.788	59069.4	0.0688	25.022	50973.8	0.0298	26.278	1817.7	0.0015	25.835	46641.4	0.0463	28.895	392842.6	0.8712	25.883	7862.7	0.0050	26.167	1073	0.0017	27.481	102642.9	0.1022	25.966	18862.6	0.0198	27.081	3290.2	0.0039	25.969	38319.3	0.0346	25.967	21545.5	0.0272	27.557	141325.2	0.3049	25.842	32943.2	0.0497	25.843	71606.1	0.0566	27.083	12511.3	0.0171	25.029	59570.1	0.0269	27.199	2337.5	0.0029	29.788	18029.7	0.0676	25.97	30635.2	0.0564	29.251	10727.1	0.0544	27.557	58147.1	0.2455	26.17	1021.2	0.0030							29.116	242160.7	0.470491536				29.843	64320.1	0.18128203	25.975	57776.3	0.285789464	26.311	22479.4	0.148377622	26.462	2019.1	0.002588595	26.187	56319.7	0.205001988	29.844	80244.1	1.147854896	27.623	10394.4	0.089478363	26.463	1504.6	0.007174809	26.187	59330	0.141384734	27.528	1062942.2	3.161427845	25.967	2089	0.013281245	26.255	77560.9	0.402339382	26.461	2022.4	0.009599326	25.532	4086.8	0.007415166	25.963	2021.4	0.001997076	26.249	111949.7	0.448375215																																	
			25.835	54236.4	0.0632	25.182	2620.9	0.0015	26.306	2695.2	0.0022	25.961	17583.6	0.0175	28.972	268804.6	0.5961	25.963	41314.4	0.0265	26.279	3250.4	0.0052	27.556	165210.6	0.1645	26.275	1201.2	0.0013	27.427	3127.8	0.0037	26.315	5429	0.0049	26.276	1153.4	0.0015	27.624	41720.2	0.0900	25.891	3201.9	0.0048	25.969	29750.7	0.0235	27.201	2900.5	0.0040	25.191	2620.3	0.0012	27.432	4708.4	0.0059	30.19	3799.5	0.0143	26.169	1005.8	0.0019	29.328	5584.2	0.0283	27.628	55200.7	0.2331	26.314	6098.5	0.0182							29.878	32710.3	0.063552506							26.132	4168.7	0.020620402	26.391	4676.7	0.030869046	26.754	10375.5	0.013301949	26.254	94588.6	0.344299615				28.833	102370.5	0.881238434	26.751	5566.7	0.026545267	26.254	90910.3	0.216641304	27.625	57562.7	0.171204345	26.129	213466.3	1.357155669	26.309	16887.4	0.087601692	26.75	4500.9	0.021363532	25.835	55032.4	0.099851812	26.125	211125.8	0.20858531	26.306	35414.7	0.141841146																																	
			25.962	27255.9	0.0318	25.319	3780.2	0.0022	26.588	1177.4	0.0010	26.165	1260.9	0.0013	29.239	5342.1	0.0118	26.275	1735.6	0.0011	27.08	5220.2	0.0084	27.621	33467.2	0.0333	26.312	2553	0.0027	27.483	136489.6	0.1623	26.47	2923	0.0026	26.312	1666.1	0.0021	27.853	1997.5	0.0043	25.969	16596.1	0.0250	26.282	2427.9	0.0019	27.43	3904.9	0.0054	25.327	3870.4	0.0017	27.487	129101.2	0.1622	30.735	411389	1.5431	26.279	1627	0.0030	29.792	12236.1	0.0621	27.859	1968.4	0.0083	27.085	3039.6	0.0090																26.192	145075	0.717610966	26.465	1648.3	0.010879776	27.442	3310265.6	4.243938603	26.31	22613	0.082310629				28.968	117874.4	1.014701029	27.431	2858211.3	13.62961568	26.309	23311.8	0.055552548	28.836	293289.7	0.872309166	26.187	67251.3	0.427563897	26.39	7238.4	0.037548473	27.428	2680346.2	12.72226933	25.963	1229	0.002229921	26.184	92842	0.091724826	26.385	6589	0.026389926																																	
			26.308	2460.3	0.0029	25.787	28427.8	0.0166	27.078	6809.8	0.0057	26.276	2544	0.0025	29.76	20195	0.0448	26.308	2847.2	0.0018	27.196	2525.2	0.0040	27.849	1951.4	0.0019	26.51	1090.8	0.0011	27.555	134502.4	0.1599	26.516	24987.8	0.0226	26.514	3521.8	0.0044	28.912	636692.5	1.3737	26.281	1697.4	0.0026	26.314	2653.8	0.0021	27.486	145973.8	0.2000	25.843	63119.3	0.0285	27.56	152074.9	0.1910	30.89	93277.8	0.3499	27.084	4075.3	0.0075	30.736	419818.3	2.1291	28.903	244078.3	1.0306	27.202	1420	0.0042																26.26	65836.5	0.325659103	26.753	5185.7	0.034228753	27.565	2918819.5	3.742083641	26.39	5907.5	0.02150312				29.083	20207	0.173948403	27.54	1565538.9	7.465401015	26.39	6696	0.01595672	28.974	328839.3	0.978041628	26.256	101754.2	0.646923142	26.465	1466.1	0.007605247	27.532	1228550.8	5.831319163	26.125	251727	0.456738161	26.251	115500.8	0.114110972	26.46	2230.6	0.008933885																																	
			26.51	49113	0.0572	25.835	62977.5	0.0369	27.193	2344.1	0.0019	27.076	3921.3	0.0039	30.178	3428.9	0.0076	26.463	1880.3	0.0012	27.481	92075	0.1476	28.786	5810.1	0.0058	27.082	6215.7	0.0065	27.622	22329	0.0266	27.084	15884.9	0.0143	27.083	4457.3	0.0056	28.986	455260.3	0.9823	26.314	1764.9	0.0027	27.085	10181.7	0.0081	27.558	129518.7	0.1775	25.893	6228.3	0.0028	27.627	29771.8	0.0374				27.198	1506	0.0028	30.888	53505.1	0.2713	28.986	343070.6	1.4487	27.487	104222.7	0.3102																26.315	88106.6	0.435817766	27.42	2086032.5	13.7690749	27.642	218956.8	0.280714398	26.462	1965.3	0.007153632				29.849	68724.2	0.591600182	27.634	116529.2	0.555679075	26.462	2389.2	0.005693518	29.105	41689.6	0.123994195	26.309	19019	0.120917183	26.752	4437.7	0.023020123	27.648	52893.5	0.251059118	26.185	128811.5	0.233717987	26.307	31832.4	0.031449359	26.747	9640.5	0.038611638																																	
			27.077	8989.3	0.0105	25.962	35590.1	0.0208	27.424	2655.1	0.0022	27.422	1321.4	0.0013	30.518	5589.1	0.0124	26.511	15562.7	0.0100	27.554	109024.9	0.1747	28.907	650863.1	0.6479	27.198	1068.7	0.0011	27.856	2328.6	0.0028	27.203	22329.4	0.0202	27.2	4079.7	0.0051	29.249	16577	0.0358	27.084	3562.7	0.0054	27.2	1990.2	0.0016	27.624	21486.1	0.0294	25.97	41058.4	0.0185	27.859	2670.5	0.0034				27.485	50946.9	0.0939				29.252	6432.7	0.0272	27.56	112828	0.3359																26.394	22884.6	0.113198276	27.537	1447787.8	9.55627425	28.842	290461.9	0.372387784	26.753	6570.2	0.023915327							28.839	282492.9	1.34709063	26.752	7327	0.017460407	29.854	34890.6	0.103772448	26.39	7545.9	0.047974603	27.434	3132275.5	16.2483647	28.837	347952.7	1.651558281	26.251	134437.6	0.243926088	26.385	1220.1	0.001205418	27.44	4052206	16.2296883																																	
			27.197	42985.8	0.0501	26.273	2498.2	0.0015	27.48	124067.8	0.1031	27.478	82922.2	0.0823	30.729	611159.5	1.3554	26.586	1468.8	0.0009	27.622	25980.3	0.0416	28.983	463727.9	0.4616	27.382	21768	0.0228	28.785	4483.8	0.0053	27.487	172932.9	0.1562	27.483	81223	0.1024	29.323	5005.4	0.0108	27.487	145175.7	0.2188	27.49	230199	0.1821	27.856	1844.8	0.0025	26.316	7733.9	0.0035	28.79	9028.7	0.0113				27.559	87154.1	0.1606				29.331	4829.8	0.0204	27.627	35617.5	0.1060																26.468	7756.8	0.038368876	27.636	80968.8	0.534443002	28.985	481286.1	0.617034675	27.439	3269811.5	11.90201399							28.978	317416.2	1.513625258	27.441	3624369.3	8.63695415				26.464	1551.9	0.009866522	27.541	1547457.1	8.027278356	28.975	354640.7	1.683302888	26.306	38960.2	0.070690113	26.46	1360.4	0.00134403	27.544	1899550	7.607980546																																	
			27.478	138074.1	0.1609	26.306	4568.8	0.0027	27.555	195509.2	0.1625	27.551	127435.3	0.1265	30.878	104123.5	0.2309	27.079	8373.9	0.0054	27.849	2594.1	0.0042	29.244	13605.3	0.0135	27.487	219969.5	0.2308	28.904	477154.8	0.5674	27.56	168923.3	0.1526	27.556	106738.6	0.1346	29.791	14633.4	0.0316	27.559	144676	0.2181	27.562	219630.3	0.1737	28.791	8503.6	0.0117	26.471	2561.6	0.0012	28.917	706083.2	0.8869				27.629	48175.6	0.0888				29.796	7592.6	0.0321	27.858	2039.6	0.0061																26.757	1585.9	0.007844627	28.84	296844.6	1.959353717	29.114	112986.5	0.144854772	27.545	1747649.9	6.361392256							29.109	66650	0.317826007	27.546	1756191.4	4.185043892				26.754	3871.8	0.024615761	27.632	101662.9	0.527366088	29.098	35747.2	0.169674166	26.386	7763.2	0.014085695	26.749	13165	0.013006585	27.627	95566.2	0.382756858																																	
			27.551	152861.9	0.1782	26.463	2160.2	0.0013	27.621	55467.4	0.0461	27.619	44553.4	0.0442				27.198	15017.1	0.0096	28.912	752160.1	1.2054	29.319	2618.5	0.0026	27.557	170573.2	0.1789	28.978	294261.5	0.3499	27.624	25724.7	0.0232	27.624	27081.1	0.0341	30.524	1614.4	0.0035	27.625	34272.3	0.0517	27.627	51747.5	0.0409	28.917	764037.6	1.0469	26.517	29212.9	0.0132	28.987	368389.9	0.4627				27.856	9456.1	0.0174				30.739	453760.3	1.9160	28.915	564337.9	1.6799																27.446	6787.5	0.033574251	28.981	368692.7	2.433594588	29.269	9425.7	0.012084255	27.633	94039	0.342299088							29.274	20015.9	0.095447466	27.634	102700.2	0.244736903				27.451	4286168	27.25018985	28.841	373897.7	1.939556783	29.268	9739.6	0.046229034	26.46	2806.1	0.00509144	27.457	5338476.1	5.274237882	28.842	605626.8	2.425625497																																	
			27.617	29673.9	0.0346	26.509	23307.1	0.0136	27.848	1148.6	0.0010	27.847	2296	0.0023				27.485	318571.5	0.2043	28.986	522723.3	0.8377	29.766	12172.6	0.0121	27.622	23470.1	0.0246	29.244	10264.3	0.0122	27.855	4304.8	0.0039	27.856	3388.1	0.0043	30.743	660413.4	1.4249	27.855	6142.6	0.0093	27.858	4462.9	0.0035	28.985	349134.3	0.4784	26.593	1226.1	0.0006	29.253	17809.2	0.0224				28.91	504327.6	0.9291				30.89	65659.7	0.2773	28.992	430557	1.2817																27.555	3523160.9	17.42725416	29.109	52834.7	0.348740943	29.373	1073.7	0.001376541	28.845	404669.2	1.472983528										28.843	418616	0.997571412				27.549	1750388.4	11.12845232	28.98	383704.9	1.990430648	29.851	53277.2	0.252880351	26.748	11040.2	0.020031545	27.551	1941757.1	1.918391815	28.977	567353.8	2.272336434																																	
			27.845	2113.8	0.0025	26.586	1168.1	0.0007	28.111	1646.1	0.0014	28.786	3204.4	0.0032				27.56	383882.9	0.2462	29.246	12904.2	0.0207	30.522	10522.4	0.0105	27.857	1870.4	0.0020	29.794	44190	0.0525	27.936	23080.5	0.0208	27.932	6506.7	0.0082	30.892	157628	0.3401	28.791	1184.6	0.0018	27.946	2449.4	0.0019	29.248	18673.9	0.0256	27.086	12182.3	0.0055	29.774	25102	0.0315				28.99	512683.9	0.9445							29.251	5029	0.0150																27.643	1999612.9	9.891050456	29.275	16009.6	0.105673033	29.876	42913.9	0.055017929	28.981	448664.8	1.633126168										28.981	429420	1.023317588				27.635	121420.4	0.771955031	29.107	68270.8	0.354147921				27.485	8721075.9	15.82368269	27.63	79372	0.078416912	29.086	66404.6	0.265960309																																	
			27.929	39109.2	0.0456	26.64	1109.3	0.0006	28.786	6014.4	0.0050	28.907	717873.3	0.7126				27.623	116963.4	0.0750	29.758	17708.7	0.0284	30.736	664332.3	0.6613	28.917	859728.5	0.9019	30.517	4615.6	0.0055	28.776	19447.7	0.0176	28.776	5222.5	0.0066				28.918	743790.4	1.1212	28.93	1173525.7	0.9283	29.786	13647.1	0.0187	27.204	26877.4	0.0121	30.198	2786.1	0.0035				29.247	8669.4	0.0160							29.792	9124.1	0.0272																28.851	179998.5	0.890359452	29.855	43595.7	0.287757961				29.109	72458.9	0.263748183										29.108	60050.1	0.143100749				28.846	487591.3	3.099961432	29.273	12640.2	0.065569769				27.566	2286325.6	4.148351789	28.844	591296.9	0.584181787	29.266	17252.5	0.069098831																																	
			28.762	34156.6	0.0398	27.078	12200.7	0.0071	28.914	936410.2	0.7785	28.983	524447.4	0.5206				27.847	2086.2	0.0013	30.182	2307	0.0037	30.886	181436.3	0.1806	28.985	418115.3	0.4386	30.724	354028.1	0.4210	28.915	682612.1	0.6165	28.907	470117.4	0.5926				28.99	402487.1	0.6067	28.999	610602.3	0.4830	30.529	12817.9	0.0176	27.492	287123.2	0.1296	30.527	8564.6	0.0108				29.326	2049.8	0.0038							30.19	2982.2	0.0089																28.991	437002.5	2.161625271							29.266	7090.6	0.025809567										29.272	9422.4	0.022453793				28.984	490902.6	3.121013699							27.638	195632.3	0.354958892	28.978	530362	0.523980121	29.86	39013.5	0.156254876																																	
			28.912	905956.2	1.0559	27.197	24479.5	0.0143	28.986	609590.8	0.5068	29.238	7821.9	0.0078				27.932	10343.3	0.0066	30.531	3405.6	0.0055				29.247	11058.7	0.0116	30.879	84965.4	0.1010	28.987	399648.6	0.3610	28.983	342690.5	0.4320				29.252	13091.6	0.0197	29.253	19123.3	0.0151	30.749	789211.1	1.0814	27.566	321038	0.1449	30.741	512127.9	0.6433				29.787	23984.1	0.0442							30.749	672542	2.0020																29.12	525605.3	2.599897481							29.857	51214.5	0.186419216										29.862	43481.8	0.103618114				29.112	98268.8	0.624763998							28.846	686130.6	1.244928151	29.101	38722	0.038256056																																				
			28.981	519461.6	0.6054	27.485	381684.9	0.2234	29.242	12626.4	0.0105	29.768	10426.7	0.0104				28.771	14087.8	0.0090	30.754	1072780.3	1.7192				29.8	24962.1	0.0262				29.251	11291.4	0.0102	29.248	7327.9	0.0092				29.791	10901.6	0.0164	29.328	4236.3	0.0034	30.892	100167.5	0.1372	27.629	67775.5	0.0306	30.89	88130	0.1107				30.184	3754.7	0.0069							30.897	185767.1	0.5530																29.284	122567.4	0.606277514																									29.277	15648.9	0.099491083							28.978	506815.9	0.919576217	29.873	37381.2	0.03693139																																				
			29.24	11587.2	0.0135	27.558	361181.5	0.2114	29.315	1536	0.0013	30.52	12956.3	0.0129				28.932	1575708.9	1.0106	30.895	288774.8	0.4628				30.52	5632.7	0.0059				29.753	22021.3	0.0199	29.327	1060.8	0.0013				30.532	4539.6	0.0068	29.794	6574.3	0.0052				27.857	3360.8	0.0015							30.758	951636	1.7531																									29.484	19135.6	0.094653913																									29.856	31923	0.202957003							29.097	45146.9	0.081915377																																							
			29.734	26331.7	0.0307	27.62	88413.3	0.0517	29.739	10585.4	0.0088	30.749	1084055.1	1.0761				29.007	1152958.6	0.7395							30.735	544256.7	0.5710				30.523	5734.4	0.0052	29.754	5676.2	0.0072				30.75	787936.3	1.1877	30.536	4161	0.0033				27.94	25430.6	0.0115							30.902	258659.7	0.4765																									29.879	1601.7	0.007922781																																		29.875	23867.4	0.043305455																																							
			30.739	800703.3	0.9332	27.845	1577.7	0.0009	30.527	6345.7	0.0053	30.886	208537.4	0.2070				29.251	54419.1	0.0349							30.886	78780.7	0.0826				30.734	445443.8	0.4023	30.523	3173	0.0040				30.893	144714	0.2181	30.768	1190629	0.9419				28.778	27282.3	0.0123																																			8096.5	0.040049197																																																																											
			30.879	141472.4	0.1649	27.931	17695.2	0.0104	30.75	1086832.8	0.9035							29.32	21499.6	0.0138													30.89	113411.1	0.1024	30.734	469739.5	0.5922							30.901	150015.3	0.1187				28.934	1243175.6	0.5610																																																																																																															
						28.763	18690.2	0.0109	30.888	230358.8	0.1915							29.649	2214	0.0014																30.885	123472.1	0.1557													29.002	807946	0.3646																																																																																																															
						28.934	1828471.6	1.0702										29.749	25948.4	0.0166																															29.256	37835.7	0.0171																																																																																																															
						29.006	1118559.7	0.6547										30.173	2015.9	0.0013																															29.328	12504.5	0.0056																																																																																																															
						29.247	36279.8	0.0212										30.53	10945.4	0.0070																															29.642	2012.1	0.0009																																																																																																															
						29.736	20851.8	0.0122										30.765	1413959.4	0.9069																															29.753	36913.5	0.0167																																																																																																															
						30.532	1916.7	0.0011										30.9	342476.1	0.2197																															30.197	2276.9	0.0010																																																																																																															
						30.77	1660500.8	0.9719																																											30.534	11693.4	0.0053																																																																																																															
						30.897	341022.7	0.1996																																											30.755	837218.9	0.3778																																																																																																															
																																																			30.897	178446.6	0.0805																																																																																																															
