BBIM01	BBIM02	BBIM03	BBIM04	BBIM05	BBIM06	BBIM07	BBIM08	BBIM09	BBIM10	BBIM11	BBIM12	BBIM13	BBIM14	BBIM15	BBIM16	BBIM17	BBIM18	BBIM19	BBIM20	BBIM21	BBIM22	BBIM23	BBIM24	BEPH01	BEPH02	BEPH03	BEPH04	BEPH05	BEPH06	BEPH07	BEPH08	BEPH09	BEPH10	BEPH11	BEPH12	BEPH13	BEPH14	BEPH15	BEPH16	BEPH17	BEPH18	BEPH19	BEPH20	BFLA01	BFLA02	BFLA03	BFLA04	BFLA05	BFLA06	BFLA07	BFLA08	BFLA09	BFLA10	BFLA11																																																																																																														
RT	Area	RA																																																																																																																																																																		
22.521	12607.6	0.0222	20.517	1416.8	0.0017	20.344	257050	0.1504	20.767	8084.6	0.0067	20.563	1633.3	0.0016	20.8	1296.9	0.0029	20.646	3637.9	0.0023	20.555	2094.7	0.0034	20.911	3184	0.0032	20.339	7743.6	0.0081	20.664	1153	0.0014	20.347	228649.3	0.2065	20.34	41626.2	0.0525	20.336	4535.9	0.0098	20.19	17234062.6	25.9786	20.647	2668.1	0.0021	20.665	2729	0.0037	20.359	102456.5	0.0462	20.762	5039.5	0.0063	20.337	5671.3	0.0213	20.339	7606.2	0.0140	20.336	5708.5	0.0290	20.66	1095.4	0.0046	19.924	2433.2	0.0072	21.567	79005.7	0.357577622	20.161	1585766.5	3.745483294	19.217	66255.4	0.128726936	20.957	18107.4	0.076221417	20.166	2079265.1	5.860273818	19.119	349053	1.726584598	19.334	20612	0.136051654	19.563	10420.2	0.013359257	19.267	11169.2	0.040655547	20.128	90664.3	1.296911058	19.264	2419.5	0.02082784	19.589	1105.6	0.005272145	19.213	30812.1	0.073425932	19.21	48237.5	0.143469114	19.2	84950.6	0.540090817	19.112	29888.2	0.155042037	18.972	237848.9	1.128950344	19.008	364153.4	0.660726717	19.28	34937.4	0.034516996	19.259	23964.7	0.095982191	22.534	48926.3	0.06	20.918	78340.5	0.23	21.603	1821670.7	3.09	21.808	2053630.6	2.30	21.550	260879.9	0.50	21.550	360248.8	0.72	21.407	164687.8	0.28	21.403	142807.7	0.36	21.401	64625.5	0.17	21.406	197419.9	0.42	21.548	131733.9	0.20
22.598	174703.4	0.3082	20.666	8388.1	0.0098	20.528	4150.6	0.0024	20.816	2014.7	0.0017	20.632	1625.1	0.0016	20.955	46624.2	0.1034	20.675	11149.1	0.0072	20.662	7629.9	0.0122	20.962	94768.6	0.0943	20.523	1606.6	0.0017	20.758	3951.3	0.0047	20.531	1599.6	0.0014	20.67	1613.8	0.0020	20.66	3827.1	0.0083	20.338	3345.4	0.0050	20.673	5469.8	0.0043	20.761	5404.2	0.0074	20.55	1161.5	0.0005	20.809	1600.6	0.0020	20.659	2539.7	0.0095	20.515	1300.1	0.0024	20.659	4136.4	0.0210	20.693	1985.7	0.0084	19.987	4304.5	0.0128	21.62	13673.7	0.06188679	20.691	1876.4	0.004431942	19.273	42534.2	0.08263926	21.563	153781	0.647326824	20.69	1943.3	0.005477065	19.21	10432.7	0.051605169	19.59	1994.9	0.013167545	19.689	7383.7	0.009466301	19.339	42129	0.153348273	20.717	4552.8	0.065125707	19.336	17958	0.154588283	19.911	31768.4	0.151490228	19.27	15428.7	0.036766942	19.266	1660.5	0.004938698	19.261	12220.4	0.077693693	19.162	4001	0.020754786	19.111	13343.1	0.063333054	19.122	59568	0.10808129	19.366	40236.1	0.039751936	19.33	29876.6	0.119660231	23.056	216350.8	0.25	20.968	16690.4	0.05	21.798	1406985.8	2.39	22.352	66749	0.07	21.591	846666	1.63	21.592	916091.1	1.83	21.584	531263.5	0.91	21.587	803635.4	2.00	21.580	404661.8	1.09	21.591	1008881.8	2.15	21.587	582507.5	0.89
23.09	71321.5	0.1258	20.76	5475.6	0.0064	20.641	3962.1	0.0023	20.968	127037.6	0.1056	20.669	4336.9	0.0043	21.026	10095.8	0.0224	20.767	2705.7	0.0017	20.757	2201.5	0.0035	21.03	15983.8	0.0159	20.665	4568.5	0.0048	20.805	1355.3	0.0016	20.672	5634.1	0.0051	20.762	3750.8	0.0047	20.757	2539.6	0.0055	20.63	2048.6	0.0031	20.769	2819.1	0.0022	20.814	1139	0.0016	20.588	4496.4	0.0020	20.966	87649.8	0.1101	20.962	16891.5	0.0634	20.556	2251.4	0.0041	20.804	673.5	0.0034	20.756	2073.2	0.0088	20.146	9020743	26.8524	21.77	310843.8	1.406870477	20.752	2100	0.004960071	19.348	96144.2	0.186797578	21.618	20599.2	0.086710417	20.751	3193.5	0.009000673	19.269	43260	0.213984838	19.91	21884.3	0.144449603	19.929	33052.2	0.042374699	19.592	1568.1	0.005707836	20.956	2161	0.03091211	19.589	2452.2	0.021109332	20.148	950090.4	4.53058422	19.345	52968.1	0.126224182	19.343	101836.3	0.302883933	19.331	38157	0.242590933	19.203	35614.3	0.184745606	19.203	37034.4	0.175783864	19.171	8145.4	0.014779166	19.562	3120.6	0.00308305	19.646	11024.4	0.044154363	23.115	615341	0.71	21.401	35074.3	0.10	22.351	39306.4	0.07	22.534	48926.3	0.05	21.787	905003.3	1.75	21.790	1051654.8	2.10	21.784	731024.7	1.25	21.783	769638.7	1.91	21.777	472383	1.27	21.796	1411989.5	3.00	21.793	1119348.1	1.70
23.145	22869.9	0.0403	20.811	2342.1	0.0027	20.669	5411.1	0.0032	21.035	15147.4	0.0126	20.758	3416.9	0.0034	21.561	164741.9	0.3654	20.82	1523.3	0.0010	20.959	37065.3	0.0594	21.226	4948.5	0.0049	20.761	4559.4	0.0048	20.961	77157.8	0.0917	20.767	9226.7	0.0083	20.809	1276.7	0.0016	20.961	29719.4	0.0641	20.663	4967	0.0075	20.819	1129.1	0.0009	20.964	64186.5	0.0879	20.686	5901.4	0.0027	21.035	11521.6	0.0145	21.032	3320.9	0.0125	20.629	1507	0.0028	20.961	7620	0.0386	20.963	29454.3	0.1244	20.338	4095.6	0.0122	22.339	6590.5	0.029828421	20.959	26923.2	0.063590948	19.918	36120.1	0.070177371	21.764	438106.1	1.844166901	20.958	36157.7	0.101908132	19.341	15715.7	0.077737437	20.145	765875.6	5.055241711	20.167	1290878.8	1.654976075	19.669	3978.6	0.014481982	21.027	1183.6	0.016930853	19.91	17085.6	0.147078381	20.692	1543.8	0.007361737	19.596	1139.1	0.002714501	19.677	5487.8	0.016321945	19.585	1721.1	0.010942245	19.264	19201	0.09960326	19.263	11423.2	0.054220245	19.211	27917.8	0.050654577	19.677	13501.8	0.013339332	19.906	60480.7	0.242234208	23.292	909900.6	1.04	21.580	405757.5	1.21	22.533	43041.4	0.07	23.056	216350.8	0.24	22.349	66382.2	0.13	22.349	57230.6	0.11	22.349	30417.9	0.05	22.347	27332.8	0.07	22.345	28012	0.08	22.349	64185.8	0.14	22.350	34111	0.05
23.262	147705.9	0.2606	20.87	1275.5	0.0015	20.694	5335.1	0.0031	21.229	3868	0.0032	20.813	2130.1	0.0021	21.616	19380.4	0.0430	20.879	2694.8	0.0017	21.029	8076.2	0.0129	21.571	425158	0.4232	20.963	64618.2	0.0678	21.03	7922.2	0.0094	20.819	2821.2	0.0025	20.965	85212.9	0.1074	21.031	4215.2	0.0091	20.76	3357.5	0.0051	20.882	1552.3	0.0012	21.033	2995.3	0.0041	20.778	9363.7	0.0042	21.23	4084.9	0.0051	21.403	5222.7	0.0196	20.679	6102.6	0.0112	21.031	4073.9	0.0207	21.033	5141.5	0.0217	20.661	1849	0.0055	22.396	5337	0.024155115	21.566	165839	0.391701555	20.165	1690033.7	3.283549109	22.339	8085.4	0.03403474	21.565	238842.9	0.673163222	19.687	33031.6	0.163390235	20.718	16011.9	0.105688215	20.968	22762.3	0.029182493	19.913	31278.2	0.113851693	21.559	28683.8	0.410308549	20.133	216119.6	1.860427544	20.751	2168.7	0.010341624	19.674	3138.7	0.007479593	19.913	14896.4	0.044305225	19.908	13116.8	0.083392739	19.335	73103.1	0.379214992	19.335	25042	0.11886191	19.267	28029	0.05085634	19.927	47567.5	0.046995117	20.159	1976926.3	7.917884147	23.827	2329071.3	2.67	21.777	506833.6	1.51	23.055	227393.9	0.39	23.115	615341	0.69	22.533	28560.2	0.06	22.532	32268.3	0.06	22.533	25290.1	0.04	22.531	20842.5	0.05	22.532	15156.7	0.04	22.532	45454.2	0.10	22.534	38109.7	0.06
23.343	43739.6	0.0772	20.963	75667.7	0.0882	20.765	15312.1	0.0090	21.497	2808.1	0.0023	20.872	1310.8	0.0013	21.775	1100931.5	2.4416	20.967	78496.1	0.0503	21.226	1728.1	0.0028	21.796	2358004.8	2.3472	21.032	3921.1	0.0041	21.226	1547.3	0.0018	20.878	2342.5	0.0021	21.034	8191.8	0.0103	21.402	4159.8	0.0090	20.873	1097.9	0.0017	20.97	56052.9	0.0443	21.405	22817	0.0313	20.825	6826	0.0031	21.406	1771	0.0022	21.497	1692.2	0.0063	20.759	3651.4	0.0067	21.402	3352.1	0.0170	21.406	7416.9	0.0313	20.756	1268.4	0.0038	22.521	19361.6	0.087630068	21.619	30128.6	0.071161907	20.754	1394.6	0.002709554	22.396	3862.8	0.016260098	21.618	36255.5	0.102183775	19.916	5509.2	0.027251162	20.957	15742.7	0.103911332	21.039	3780.9	0.004847317	20.149	899042.5	3.27248724	21.615	1603.5	0.022937329	20.719	3471.3	0.029882075	20.957	17209.9	0.082066824	19.915	30111.8	0.071757102	20.138	363512.1	1.08116629	20.145	830377.2	5.279292912	19.91	16718	0.086722947	19.693	4512.1	0.021416693	19.342	35175.7	0.063823446	20.179	2500181.1	2.470096264	20.69	1022.5	0.004095265	24.464	100636.2	0.12	22.348	18642.6	0.06	23.113	554945.9	0.94	23.292	909900.6	1.02	23.054	211473.8	0.41	23.054	267515.8	0.53	23.052	59736.5	0.10	23.049	47364.6	0.12	23.049	23691.7	0.06	23.051	92494.6	0.20	23.054	103776.3	0.16
23.618	10722.2	0.0189	21.032	4379	0.0051	20.811	9798.7	0.0057	21.575	573903.7	0.4771	20.91	1168.8	0.0012	22.337	3785.9	0.0084	21.035	24023.3	0.0154	21.399	1722.5	0.0028	22.34	6892.5	0.0069	21.228	1895.7	0.0020	21.455	1077.1	0.0013	20.969	94118	0.0850	21.229	4102	0.0052	21.495	4225.9	0.0091	20.963	40335.8	0.0608	21.038	16739	0.0132	21.496	3365.3	0.0046	20.895	2862.4	0.0013	21.576	438439.6	0.5507	21.567	100881.6	0.3784	20.964	58151.2	0.1071	21.495	1594.5	0.0081	21.498	1372	0.0058	20.961	28753.8	0.0856	23.094	155201.6	0.702438167	21.77	662311.4	1.564338939	20.962	31847.2	0.061875598	22.52	17524.9	0.073769437	21.77	721434.5	2.033316344	20.155	28221.3	0.13959617	21.028	1359.2	0.008971541	21.57	84788.6	0.108703547	20.698	1059.7	0.003857276	21.754	72356.7	1.035029271	20.957	5216.9	0.044908766	21.028	3353.9	0.015993348	20.157	1295288.1	3.086700887	20.958	7497.1	0.022298052	20.694	1619.1	0.010293759	20.154	1288574.3	6.68434982	19.909	23699.7	0.11249068	19.646	19179.3	0.034799279	20.76	1385.9	0.001369223	20.746	5884.6	0.023568699	24.531	365204.9	0.42	22.530	15570.6	0.05	23.291	891056	1.51	23.827	2329071.3	2.61	23.110	418427.6	0.81	23.108	368309.5	0.73	23.106	203125.8	0.35	23.103	152613.5	0.38	23.104	162127	0.44	23.109	408909.7	0.87	23.109	299318.3	0.46
23.812	1294.4	0.0023	21.23	4554.9	0.0053	20.874	5880.2	0.0034	21.623	4629.3	0.0038	20.96	56045	0.0556	22.407	3161.5	0.0070	21.23	3360.3	0.0022	21.494	2909.8	0.0047	22.414	3863.1	0.0038	21.402	7215.1	0.0076	21.494	1647	0.0020	21.037	10459.6	0.0094	21.406	34597.8	0.0436	21.569	265635.4	0.5731	21.033	5096.3	0.0077	21.234	2399	0.0019	21.575	485134.8	0.6647	20.928	3565.6	0.0016	21.626	2259.4	0.0028	21.622	10025.8	0.0376	21.034	6474.9	0.0119	21.564	37119.1	0.1882	21.568	124530.8	0.5258	21.031	4636.2	0.0138	23.155	117391.2	0.531309338	22.34	7653.4	0.018076862	21.568	191812.2	0.372669952	23.094	207667.2	0.874155773	22.338	11901.9	0.033544733	20.693	1035396.5	5.121570792	21.563	110979.9	0.732534395	21.625	9768.1	0.01252323	20.754	2204.8	0.008025405	22.339	1083.8	0.01550326	21.028	1473.9	0.012687809	21.564	182047.1	0.86810657	20.755	1399.4	0.003334802	21.029	6148.6	0.018287312	20.749	1026.8	0.006528091	20.957	23305.7	0.120895979	20.148	1017510.1	4.829614001	19.913	32418.4	0.058820549	20.964	45987.8	0.045434426	20.952	38308.4	0.153430845	24.681	423391.6	0.49	23.050	16479	0.05	23.813	1468432.9	2.49	24.464	100636.2	0.11	23.285	632262.8	1.22	23.286	680615.6	1.36	23.156	43181	0.07	23.153	45941.6	0.11	23.157	43212.3	0.12	23.289	840578.2	1.79	23.291	820093.5	1.25
23.886	3684.2	0.0065	21.41	391824.6	0.4567	20.911	2219	0.0013	21.805	3051411.2	2.5368	21.03	26530.2	0.0263	22.467	15443.3	0.0342	21.406	146312.2	0.0938	21.567	264481.8	0.4239	22.472	50289.6	0.0501	21.495	7563.5	0.0079	21.57	350570.9	0.4169	21.234	2832.4	0.0026	21.498	1491.3	0.0019	21.62	3641.8	0.0079	21.23	1231.6	0.0019	21.405	7240.3	0.0057	21.625	10426.4	0.0143	20.979	173194.6	0.0782	21.8	2312366.2	2.9046	21.769	492718.7	1.8481	21.23	1067.3	0.0020	21.621	5240	0.0266	21.624	25276.9	0.1067	21.404	3596.7	0.0107	23.269	370032.9	1.674758713	22.396	4773.2	0.011274006	21.622	33435.2	0.064960907	23.15	120308.9	0.506429131	22.395	6281.9	0.017705128	20.756	1720.3	0.008509434	21.618	15328	0.101174061	21.776	661837.7	0.848511541	20.958	16900.3	0.061516576	22.52	5556.1	0.079477452	21.561	66533.9	0.57274537	21.617	23450	0.111823254	20.959	22250.1	0.053022492	21.561	37196.8	0.110631603	20.956	15836.7	0.10068506	21.028	4613.3	0.023931031	20.956	17295.9	0.082095029	20.166	2220738.3	4.029348969	21.034	2661.5	0.002629474	21.023	2086.6	0.008357144	25.161	1439333.2	1.65	23.106	243799.2	0.73	24.465	135922.3	0.23	24.531	365204.9	0.41	23.814	1517543.5	2.93	23.819	1891517.1	3.77	23.283	475015	0.81	23.278	373097.6	0.93	23.277	320429	0.86	23.811	1333906.8	2.84	23.812	1237009.3	1.88
23.968	5859.5	0.0103	21.497	2776.6	0.0032	20.965	122041.8	0.0714	22.341	12355.3	0.0103	21.394	1913.7	0.0019	22.518	14143.1	0.0314	21.497	10476.8	0.0067	21.616	1660.1	0.0027	22.523	25478.1	0.0254	21.572	416117.8	0.4366	21.622	1652.2	0.0020	21.412	213491.3	0.1928	21.573	333364.5	0.4202	21.775	807698.5	1.7427	21.404	2827.4	0.0043	21.5	9159.1	0.0072	21.789	1513867.5	2.0743	21.045	16127.7	0.0073	22.345	7261.9	0.0091	22.342	1981	0.0074	21.406	3745.5	0.0069	21.762	203245.9	1.0307	21.777	798913.3	3.3735	21.568	179022.6	0.5329	23.813	7924.5	0.035866069	22.521	26135.7	0.061730922	21.773	681872.1	1.324802296	23.264	227373	0.957105507	22.52	27761	0.078242578	20.963	2218.6	0.010974266	21.763	347198.3	2.291718561	22.344	4778.8	0.006126679	21.029	2613.9	0.009514516	22.594	1716.6	0.024555172	21.616	4217.2	0.036303024	21.763	418087.9	1.99368654	21.03	3282	0.00782108	21.617	5409.6	0.01608936	21.026	2073.8	0.013184608	21.563	132109.5	0.685304769	21.027	1293.5	0.006139601	20.751	1650.7	0.002995061	21.568	178763.6	0.176612526	21.565	449496.3	1.8002996	25.437	107442.1	0.12	23.156	33066.8	0.10	24.532	458067.8	0.78	24.681	423391.6	0.47	24.464	107778.9	0.21	24.463	138366.9	0.28	23.811	1269192.5	2.17	23.806	1111517.8	2.76	23.800	761227.8	2.05	24.463	66057.1	0.14	24.464	66587.5	0.10
24.047	33883.4	0.0598	21.572	433548	0.5053	21.032	23065.3	0.0135	22.408	4449.8	0.0037	21.492	11622.5	0.0115	22.595	169512.8	0.3759	21.573	375453.4	0.2408	21.777	1057391.3	1.6946	22.602	294949.1	0.2936	21.622	2492.8	0.0026	21.788	1746685	2.0770	21.502	5483.8	0.0050	21.625	3232.5	0.0041	22.342	4884.6	0.0105	21.497	4188.9	0.0063	21.576	349171.1	0.2762	22.342	6988.9	0.0096	21.241	4301.7	0.0019	22.417	4453.7	0.0056	22.405	4125.4	0.0155	21.498	2615.4	0.0048	22.205	1567.1	0.0079	22.343	2229	0.0094	21.62	2412.7	0.0072	23.884	12349.3	0.055892592	23.094	167316.6	0.395191556	22.341	9909	0.019252094	23.342	1308.2	0.005506746	23.096	287840.8	0.811260625	21.034	19728	0.097584209	22.34	5851.4	0.038622775	22.401	1773.3	0.002273466	21.564	164825.4	0.599959422	23.09	51440.7	0.735835523	21.758	182802.6	1.573624013	22.338	9493.7	0.045271489	21.564	141836	0.337998401	21.759	221762.7	0.65957187	21.561	74408.8	0.473069167	21.617	22411.1	0.116255331	21.563	141874.4	0.673407162	20.956	42728.9	0.077528113	21.623	43868.9	0.043341023	21.615	58697.2	0.235091025	25.674	160064.7	0.18	23.276	260366.8	0.78	24.678	320239.1	0.54	25.063	4363.4	0.00	24.530	329686.8	0.64	24.529	293339.3	0.58	24.463	39550.1	0.07	24.459	28035.3	0.07	24.461	14287.3	0.04	24.530	345559.8	0.74	24.530	257019.2	0.39
24.511	33859.3	0.0597	21.623	7237.9	0.0084	21.228	5130.7	0.0030	22.471	20559.8	0.0171	21.568	300404.2	0.2982	22.667	1304.2	0.0029	21.627	69228.7	0.0444	22.201	1693.4	0.0027	22.673	2302	0.0023	21.79	1836290.4	1.9265	22.34	6630.1	0.0079	21.583	733075.6	0.6621	21.797	2071631	2.6115	22.402	4345.2	0.0094	21.573	344843.7	0.5198	21.628	30700.1	0.0243	22.403	19157.5	0.0262	21.416	266526.5	0.1203	22.476	22597.1	0.0284	22.474	8493.7	0.0319	21.575	384004.5	0.7074	22.341	875.3	0.0044	22.408	8363.3	0.0353	21.774	717272.8	2.1351	23.971	8275.5	0.037454685	23.153	141726	0.334748127	22.398	5501.5	0.010688808	23.812	8459.9	0.035611163	23.151	169021.1	0.476375007	21.569	2227.3	0.011017301	22.396	2626.3	0.017335167	22.525	34315	0.043993676	21.619	23371.8	0.085072638	23.145	10221.6	0.146215281	22.338	3439.2	0.029605748	22.395	3554.5	0.016949926	21.619	24992.6	0.059557932	22.338	1712.1	0.005092168	21.616	13461.3	0.085582968	21.766	539981	2.801097228	21.617	25962.1	0.123229167	21.027	2029.2	0.003681818	21.775	851870	0.841619395	21.766	745836.1	2.987184617	25.791	45680	0.05	23.792	427915.1	1.28	25.157	1430638.2	2.43	25.161	1439333.2	1.61	24.674	175692	0.34	24.676	268536.4	0.54	24.527	195680.6	0.33	24.524	121387.5	0.30	24.525	137600.6	0.37	24.676	266004.9	0.57	24.677	251451.3	0.38
24.565	14457.3	0.0255	21.792	1989013.1	2.3182	21.407	231825.2	0.1357	22.523	38062.2	0.0316	21.621	70451.7	0.0699	23.087	62359	0.1383	21.804	2908327.6	1.8653	22.338	3203.2	0.0051	22.784	2319.4	0.0023	22.204	1334.5	0.0014	22.406	3811.8	0.0045	21.802	2322911.2	2.0980	22.343	6434.7	0.0081	22.473	28894.2	0.0623	21.625	38817.4	0.0585	21.795	1787337.3	1.4139	22.473	12133.2	0.0166	21.508	3109.5	0.0014	22.526	23207.5	0.0292	22.525	7309.9	0.0274	21.626	28694.9	0.0529	22.406	3540.4	0.0180	22.475	16960.5	0.0716	22.343	2661.4	0.0079	24.516	214590.1	0.971228882	23.269	381558	0.901216613	22.523	27924.2	0.054253641	23.884	4742.8	0.019964376	23.266	340514.3	0.959717468	21.624	146599.5	0.725151879	22.521	18006.6	0.11885444	22.598	8376.6	0.010739252	21.764	413961.2	1.506806124	23.261	86405.2	1.235986594	22.396	1436.4	0.012364997	22.52	18691.2	0.089130525	21.767	510846.5	1.217358783	22.52	11619	0.034557505	21.762	385742.8	2.452438759	22.339	7835.4	0.040645351	21.762	371535.1	1.763492196	21.562	194282.8	0.352510334	22.339	7821.4	0.007727285	22.333	21772.9	0.087203706	25.852	171016	0.20	24.462	20067.8	0.06	25.435	129909.5	0.22	25.437	107442.1	0.12	25.057	11912.5	0.02	25.060	17110.9	0.03	24.674	141896.8	0.24	24.673	173843	0.43	24.672	104957.3	0.28	25.151	872766.7	1.86	25.150	735516.7	1.12
24.659	51266.7	0.0904	22.204	1554.5	0.0018	21.496	3886	0.0023	22.599	205920.7	0.1712	21.787	1870089.3	1.8563	23.14	20212.5	0.0448	22.205	3463.9	0.0022	22.409	3128.6	0.0050	23.092	99940.1	0.0995	22.341	6195.5	0.0065	22.471	32887.8	0.0391	22.208	1713.2	0.0015	22.404	29908.4	0.0377	22.523	12637.7	0.0273	21.783	1133802.2	1.7091	22.208	1539.8	0.0012	22.524	20332.7	0.0279	21.59	692840.4	0.3127	22.605	225601.9	0.2834	22.6	79920.5	0.2998	21.801	2240650.1	4.1278	22.473	6942.8	0.0352	22.525	14383.7	0.0607	22.41	6304.5	0.0188	24.567	61272.2	0.27731629	23.344	2282.8	0.005391834	23.097	209226.9	0.406504794	23.971	3140.2	0.01321838	23.341	1508.3	0.004251046	21.771	20850.3	0.103135647	22.594	1766.4	0.011659307	22.917	1084.3	0.001390131	22.339	8486.7	0.030891329	23.812	2152.8	0.030794813	22.52	10388.8	0.089430157	22.593	5021.7	0.02394639	22.339	7312.6	0.017426091	22.593	8475	0.025206546	22.337	3857.3	0.024523574	22.396	3941.5	0.020446136	22.338	7664.3	0.036378617	21.617	40233.4	0.073000231	22.396	5765.8	0.00569642	22.39	8470.6	0.033926014	26.402	171400.7	0.20	24.527	236836.5	0.71	25.672	123870	0.21	25.674	160064.7	0.18	25.156	1155635.9	2.23	25.152	942976.4	1.88	25.154	996641.2	1.70	25.057	5415.7	0.01	25.144	562281.1	1.51	25.434	41878.3	0.09	25.436	68397.1	0.10
25.025	1468.5	0.0026	22.341	6468.6	0.0075	21.581	905050.3	0.5297	22.67	1158.4	0.0010	22.337	6267.5	0.0062	23.259	134890.3	0.2992	22.341	7981.9	0.0051	22.47	29306.8	0.0470	23.141	20703.3	0.0206	22.401	6277.1	0.0066	22.521	19525.4	0.0232	22.346	11835.1	0.0107	22.475	44288.5	0.0558	22.599	127240	0.2745	22.206	1520.7	0.0023	22.345	7465.4	0.0059	22.598	94980.5	0.1301	21.637	146842.8	0.0663	22.676	1338.3	0.0017	23.094	37170.3	0.1394	22.207	1153.8	0.0021	22.524	3805.4	0.0193	22.601	115203.9	0.4865	22.473	17049.7	0.0508	24.66	73190.2	0.331256829	23.812	6054.1	0.014299413	23.155	191749.9	0.37254891	24.515	177893.2	0.748824888	23.811	12348.8	0.034804292	22.344	453192.1	2.241706846	22.902	1277.4	0.008431612	23.096	118806.3	0.152316069	22.396	3491.7	0.012709681	23.888	2220.9	0.031768952	22.594	2015.6	0.017350938	22.901	1140.8	0.005439999	22.396	3983.2	0.009492056	23.09	55848.7	0.166106525	22.395	2231.8	0.014189125	22.52	21763.5	0.112895971	22.395	4086	0.019394208	21.769	802529.7	1.456124848	22.52	24817.6	0.024518968	22.515	26733.8	0.107072849	26.686	62918.2	0.07	24.670	90372.4	0.27	25.793	58563.3	0.10	25.791	45680	0.05	25.435	75428	0.15	25.435	131384.8	0.26	25.436	62102.5	0.11	25.147	757485.1	1.88	25.433	31588.5	0.09	25.671	96755.3	0.21	25.674	132354.6	0.20
25.184	1165.9	0.0021	22.406	328911	0.3833	21.803	2897267.3	1.6957	23.094	207208.5	0.1723	22.412	12306.6	0.0122	23.338	1564.8	0.0035	22.403	118780.9	0.0762	22.521	14795.4	0.0237	23.265	238366.2	0.2373	22.471	24014	0.0252	22.598	131976.8	0.1569	22.408	184296.4	0.1665	22.525	24792.2	0.0313	23.093	80913.4	0.1746	22.343	6323.6	0.0095	22.412	8965.4	0.0071	23.094	106259.6	0.1456	21.821	3736030.6	1.6860	23.096	85393.5	0.1073	23.15	10724.9	0.0402	22.345	10541.6	0.0194	22.598	77942.5	0.3953	23.094	35789.8	0.1511	22.524	11180.8	0.0333	25.838	8767.6	0.039681916	23.884	4785.4	0.011302822	23.271	394232.7	0.765950662	24.566	41185.9	0.173368217	23.868	4668.4	0.013157583	22.401	8112.1	0.040126362	23.093	154564.8	1.02022107	23.153	64789.9	0.083064138	22.521	17120.5	0.062318097	23.97	1980.1	0.028324419	23.092	125047.9	1.076452841	23.094	213190.4	1.016615958	22.52	19169.1	0.0456804	23.149	39347.4	0.117027968	22.52	19158.1	0.12180154	22.593	5896.1	0.030585427	22.519	12347.7	0.058608386	22.335	8829.3	0.016020047	22.593	2926.5	0.002891285	22.587	2953.1	0.011827605	26.913	69946.6	0.08	25.082	41214.8	0.12	25.852	184640.9	0.31	25.852	171016	0.19	25.672	129279.2	0.25	25.672	123596.8	0.25	25.673	112820.9	0.19	25.434	79474.7	0.20	25.671	62306.6	0.17	25.789	32169.5	0.07	25.794	35769.6	0.05
25.319	1107.6	0.0020	22.47	22683.3	0.0264	22.205	3087.8	0.0018	23.142	34074.1	0.0283	22.469	64436.8	0.0640	23.615	6512.4	0.0144	22.473	59583.6	0.0382	22.6	268263	0.4299	23.347	49564.3	0.0493	22.523	21234.6	0.0223	23.09	77862.2	0.0926	22.476	33079	0.0299	22.601	164941.3	0.2079	23.146	22719.8	0.0490	22.406	4612.8	0.0070	22.475	42074.8	0.0333	23.148	32896.2	0.0451	22.213	2359.6	0.0011	23.145	13344.1	0.0168	23.265	81998	0.3076	22.405	5022.3	0.0093	23.092	15110	0.0766	23.15	21150.7	0.0893	22.6	133647.8	0.3978	26.128	122850.9	0.55601979	23.971	5231.7	0.012356955	23.346	76477.5	0.148587349	24.659	27737.8	0.116759691	23.969	5588.3	0.015750261	22.526	3363.4	0.016637	23.151	85481.8	0.564231529	23.275	522092.6	0.669350804	22.594	2930.6	0.010667294	24.048	1223.5	0.017501604	23.145	26507.2	0.228182566	23.15	99352	0.473768184	22.594	4419.2	0.010531054	23.262	165624.9	0.492605497	22.593	3141.5	0.019972729	22.899	1088.3	0.005645447	22.592	1198.7	0.005689632	22.392	5328.4	0.009667948	22.908	1006.4	0.00099429	22.892	1912.7	0.007660648	27.450	76836.2	0.09	25.141	579456.2	1.73	26.401	148114.5	0.25	26.402	171400.7	0.19	25.794	41435.8	0.08	25.792	50757.5	0.10	25.794	17701.3	0.03	25.671	78643.4	0.20	25.793	6269.7	0.02	25.851	162422.4	0.35	25.851	112576.6	0.17
